team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
AUS,MR Marsh (AUS),bat,6,0,,0.166666667,0,v South Africa,Eden Gardens,16-Nov-23,,,,2,0,0,0,0,5
IND,Mohammed Shami (IND),bowl,59,57,7,0.118644068,0.966101695,v New Zealand,Wankhede,15-Nov-23,9.5,0,5.79,2,,,,,
AUS,MA Starc (AUS),bowl,60,34,3,0.05,0.566666667,v South Africa,Eden Gardens,16-Nov-23,10,1,3.4,1,,,,,
AUS,PJ Cummins (AUS),bowl,58,51,3,0.051724138,0.879310345,v South Africa,Eden Gardens,16-Nov-23,9.4,0,5.27,1,,,,,
NZ,TG Southee (NZ),bowl,60,100,3,0.05,1.666666667,v India,Wankhede,15-Nov-23,10,0,10,1,,,,,
AUS,JR Hazlewood (AUS),bowl,48,12,2,0.041666667,0.25,v South Africa,Eden Gardens,16-Nov-23,8,3,1.5,1,,,,,
AUS,TM Head (AUS),bowl,30,21,2,0.066666667,0.7,v South Africa,Eden Gardens,16-Nov-23,5,0,4.2,1,,,,,
SA,T Shamsi (SA),bowl,60,42,2,0.033333333,0.7,v Australia,Eden Gardens,16-Nov-23,10,0,4.2,2,,,,,
SA,G Coetzee (SA),bowl,54,47,2,0.037037037,0.87037037,v Australia,Eden Gardens,16-Nov-23,9,0,5.22,2,,,,,
SA,AK Markram (SA),bowl,48,23,1,0.020833333,0.479166667,v Australia,Eden Gardens,16-Nov-23,8,1,2.87,2,,,,,
SA,KA Maharaj (SA),bowl,60,24,1,0.016666667,0.4,v Australia,Eden Gardens,16-Nov-23,10,0,2.4,2,,,,,
SA,K Rabada (SA),bowl,36,41,1,0.027777778,1.138888889,v Australia,Eden Gardens,16-Nov-23,6,0,6.83,2,,,,,
IND,Kuldeep Yadav (IND),bowl,60,56,1,0.016666667,0.933333333,v New Zealand,Wankhede,15-Nov-23,10,0,5.6,2,,,,,
IND,JJ Bumrah (IND),bowl,60,64,1,0.016666667,1.066666667,v New Zealand,Wankhede,15-Nov-23,10,1,6.4,2,,,,,
IND,Mohammed Siraj (IND),bowl,54,78,1,0.018518519,1.444444444,v New Zealand,Wankhede,15-Nov-23,9,0,8.66,2,,,,,
NZ,TA Boult (NZ),bowl,60,86,1,0.016666667,1.433333333,v India,Wankhede,15-Nov-23,10,0,8.6,1,,,,,
NZ,GD Phillips (NZ),bowl,30,33,0,0,1.1,v India,Wankhede,15-Nov-23,5,0,6.6,1,,,,,
AUS,GJ Maxwell (AUS),bowl,60,35,0,0,0.583333333,v South Africa,Eden Gardens,16-Nov-23,10,0,3.5,1,,,,,
SA,M Jansen (SA),bowl,26,35,0,0,1.346153846,v Australia,Eden Gardens,16-Nov-23,4.2,0,8.07,2,,,,,
NZ,MJ Santner (NZ),bowl,60,51,0,0,0.85,v India,Wankhede,15-Nov-23,10,1,5.1,1,,,,,
AUS,A Zampa (AUS),bowl,42,55,0,0,1.30952381,v South Africa,Eden Gardens,16-Nov-23,7,0,7.85,1,,,,,
NZ,R Ravindra (NZ),bowl,42,60,0,0,1.428571429,v India,Wankhede,15-Nov-23,7,0,8.57,1,,,,,
IND,RA Jadeja (IND),bowl,60,63,0,0,1.05,v New Zealand,Wankhede,15-Nov-23,10,0,6.3,2,,,,,
NZ,LH Ferguson (NZ),bowl,48,65,0,0,1.354166667,v India,Wankhede,15-Nov-23,8,0,8.12,1,,,,,
